Post Link,title,Body,Tags,Score,AcceptedAnswerId
"25566864","How to determine which permissions a shiro user has","<p>I have to deal with an application which is secured by apache shiro.
I'm quite new to this framework. As far as I can see, I can check single rights via <code>subject.isPermitted()</code>, e.g. </p>

<pre><code>Subject subject = SecurityUtils.getSubject();
[...]
subject.isPermitted(""$RightString"");
</code></pre>

<p>For logging purposes I need the complete list of user rights as a String. And I do not want to iterate over the list of rights and check everytime, whether <code>subject.isPermitted()</code> is <code>true</code></p>

<p>Is there any shortcut to this problem?</p>

<p><strong>Edit:</strong> </p>

<p>Further Information:</p>

<ul>
<li>Application is a Spring 4 Application</li>
<li><p>realm is defined in in application context as a bean </p>

<pre><code> &lt;bean id=""PRODUCTNAMERealm"" class=""de.PATHFROMPRODUCT_PRODUCTNAMEJdbcRealm""&gt;
     &lt;property name=""dataSource"" ref=""dataSource""/&gt;
     &lt;property name=""schema"" value=""${PRODUCTNAME.schema}""/&gt;
 &lt;/bean&gt;
</code></pre>

<p>so i could inject it if needed.</p></li>
</ul>
","<java><shiro>","2","25567910"
"10333807","Shiro Annotations with Spring","<p>i am new to shiro i am integrating shiro with spring and i am trying to use shiro annotations 
on Spring controllers but they are not working , 
the controller stop working when i put the @RequiresPermissions(""W027:UPDT"") 
on the Controller method . 
any help guys/ 
thanks</p>
","<security><spring-mvc><shiro>","0",""
"25256203","redirect the session timeout page in apache shiro","<p>I have <code>login.xhtml</code>, <code>managePage.xhtml</code> and <code>sessionTimeout.xhtml</code>. I want to redirect the sessionTimeout page when the session is time out. But it redirects to the login page whenever session is time out.</p>

<p>In the web.xml</p>

<pre><code>&lt;session-config&gt;
    &lt;session-timeout&gt;1&lt;/session-timeout&gt;
  &lt;/session-config&gt;

  &lt;error-page&gt;
    &lt;exception-type&gt;javax.faces.application.ViewExpiredException&lt;/exception-type&gt;
    &lt;location&gt;/sessionTimeout.xhtml&lt;/location&gt;
  &lt;/error-page&gt;
</code></pre>

<p>in shiro.ini</p>

<pre><code>[main]
authc.loginUrl = /faces/loginPage.xhtml
authc.successUrl  = /faces/registerPage.xhtml
# ------------------------  
  ....
# -----------------------------------------------------------------------------  
[urls]  
/faces/protected/* = authc
</code></pre>

<ol>
<li>I want to redirect the sessionTimeout page when session is time
out. </li>
<li>I would like to know what different between
<code>/faces/protected/*</code> and <code>/faces/protected/**</code>. I used one(*). It
works.</li>
</ol>
","<java><jsf><session-timeout><shiro>","0",""
"21437176","how check multiple shiro permissions in database table?","<p>I have <code>roles_perms</code> table as follow </p>

<pre><code>id || username || role_name || perms_name
1      root         admin      page:show:*;folder:show:*
2      user1        editor     page:show:editorpage,page1;folder:show:folder45,folder55
</code></pre>

<p>but following line of code does not returns expected result.</p>

<pre><code>// for user with role ""admin""

System.out.println(""Test 1 :""+SecurityUtils.getSubject().isPermitted(""page:show:*"")); // false
System.out.println(""Test 2 :""+SecurityUtils.getSubject().isPermitted(""page:show:*;folder:show:*"")); // true

output:

Test1 :false
Test2 :true


// for user with role ""editor""

System.out.println(""Test 3 :""+SecurityUtils.getSubject().isPermitted(""page:show:page1"")); // false
System.out.println(""Test 4 :""+SecurityUtils.getSubject().isPermitted(""page:show:page1;folder:show:folder55"")); // false 

 output:
 Test3 :false
 Test4 :false
</code></pre>

<p><strong>UPDATE:</strong></p>

<p>shiro.ini file</p>

<pre><code>[main]
ds = org.apache.shiro.jndi.JndiObjectFactory
ds.requiredType   = javax.sql.DataSource
ds.resourceName = jdbc/imgDB
ds.resourceRef = true
jdbcRealm = com.java.realm.MyRealm 

# 1000 ms = 1 sec
sessionManager = org.apache.shiro.web.session.mgt.DefaultWebSessionManager
securityManager.sessionManager = $sessionManager
securityManager.sessionManager.globalSessionTimeout = 1800000 

# password hashing specification
sha256Matcher = org.apache.shiro.authc.credential.HashedCredentialsMatcher
sha256Matcher.hashAlgorithmName = SHA-256
jdbcRealm.credentialsMatcher = $sha256Matcher

jdbcRealm.permissionsLookupEnabled = true 
jdbcRealm.authenticationQuery = SELECT password FROM shiro_users WHERE username = ? 
jdbcRealm.userRolesQuery = SELECT role_name FROM shiro_user_roles WHERE username = ? 
jdbcRealm.permissionsQuery = SELECT perms_name FROM shiro_roles_perms WHERE role_name = ? AND username = ? 


jdbcRealm.dataSource = $ds
jdbcRealm.authorizationCachingEnabled = false

# specify login page 
authc.loginUrl = /login.jsp 

# redirect after successful login
authc.successUrl = /home.jsp

# roles filter: redirect to error page if user does not have access rights
# perms filter: redirect to error page if user does not have permissions
roles.unauthorizedUrl = /accessdenied.jsp
perms.unauthorizedUrl = /accessdenied.jsp

# request parameter with login error information; if not present filter assumes 'shiroLoginFailure'
# authc.failureKeyAttribute = simpleShiroApplicationLoginFailure

[urls] 

/login.jsp = authc
/admin/** = authc,roles[admin]
/editor/** = authc

# enable authc filter for all application pages
/ApacheShiroLogin/** = authc
</code></pre>
","<java><shiro>","1",""
"19422371","Programmatic configuration of HTTPService with ServletListener and Filter","<p>I try to implement a HttpService in an OSGI environment in combination with VAADIN and shiro. So i declared the following BundleActivator:</p>

<pre><code>import java.util.logging.Level;

import org.eclipse.equinox.http.servlet.ExtendedHttpService;

import org.osgi.framework.BundleContext;
import org.osgi.framework.BundleEvent;
import org.osgi.framework.ServiceReference;
import org.osgi.service.http.HttpContext;
import org.osgi.util.tracker.ServiceTracker;
import org.osgi.util.tracker.ServiceTrackerCustomizer;

/**
 *
 * @author nspecht
 */
public class BundleActivator extends some.package.BundleActivator implements ServiceTrackerCustomizer
{

/**
 * Service tracker.
 */
private ServiceTracker tracker;

/**
 * HttpService.
 */
private ExtendedHttpService httpService;

@Override
protected void afterStart(BundleContext bc, DependencyManager dm) {
    this.tracker = new ServiceTracker(this.context, ExtendedHttpService.class, this);
    this.tracker.open();
}

@Override
protected void beforeStop(BundleContext bc, DependencyManager dm) {
    if (this.tracker != null) {
        this.tracker.close();
        this.tracker = null;
    }
}

@Override
protected void afterBundleChanged(BundleEvent be) {

}

@Override
public Object addingService(ServiceReference sr) {
    this.httpService = (ExtendedHttpService)this.context.getService(sr);
    HttpContext httpContext = this.httpService.createDefaultHttpContext();
    try {

        MainServlet mainServlet = new MainServlet();
        this.httpService.registerServlet(MainServlet.PATH, mainServlet, null, httpContext);

        // TODO: add ServletContextListener and Filter

        LoginServlet loginServlet = new LoginServlet();
        this.httpService.registerServlet(LoginServlet.PATH, loginServlet, null, httpContext);

        // TODO: add ServletContextListener and Filter

    } catch (Exception ex) {
        Logger.getLogger(BundleActivator.class.getName()).log(Level.SEVERE, null, ex);
    }
    return this.httpService;
}

@Override
public void modifiedService(ServiceReference sr, Object t) {
}

@Override
public void removedService(ServiceReference sr, Object t) {
    this.httpService.unregister(MainServlet.PATH);
    this.httpService.unregister(LoginServlet.PATH);
    // TODO: remove ServletContextListener and Filter
}
}
</code></pre>

<p>MyServlets are VaadinServlets. Now i want to add Shiro to my application. To make shiro work correctly i have to add the EnvironmentLoaderListemer and ShiroFilter to my services.</p>

<p>If I try the following:</p>

<pre><code>mainServlet.mainServlet.getServletContext().addListener(...)
</code></pre>

<p>the application crashes (because context has already been initialized).</p>

<pre><code>mainServlet.getServletContext().createListener(...)
</code></pre>

<p>does not throw an exception but the ServletContextListener does not work either.
The httpService does not have a method to add Listeners that way.
Filters have the same problem and the httpService.registerFilter(...) method is useless with a ShiroFilter when there is no EnvironmentLoader registered by the Listener.</p>

<p>Are there workarounds to add Shiro the programmatic way?</p>

<p>Is there a way to add Listeners and Filters for my Servlets? </p>
","<java><servlets><osgi><shiro><servletcontextlistener>","1","19452117"
"24069484","DefaultAdvisorAutoProxyCreator causing @Autowired dependencies to remain null","<p>My project is currently protected using Apache Shiro, and would like to add Shiro annotations for a cleaner source code.</p>

<p>Apache Shiro asks you to include <code>DefaultAdvisorAutoProxyCreator</code> in order for Spring AOP to detect it.</p>

<p>My configuration is as follows:</p>

<pre><code>@Configuration
@ComponentScan(""com.mcac0006.flip"")
@EnableWebMvc
public class AppContextConfiguration {

    @Autowired
    private JdbcRealm shiroRealm;

    @Bean(name=""shiroFilter"")
    public ShiroFilterFactoryBean getShiroFilter() {
        ShiroFilterFactoryBean bean = new ShiroFilterFactoryBean();
        bean.setSecurityManager(getSecurityManager());

        return bean;
    }

    @Bean(name=""securityManager"")
    public DefaultSecurityManager getSecurityManager() {
        return new DefaultWebSecurityManager(shiroRealm);
    }

    @Bean
    public AuthorizationAttributeSourceAdvisor authorizationAttributeSourceAdvisor() {
        AuthorizationAttributeSourceAdvisor a = new AuthorizationAttributeSourceAdvisor();
        a.setSecurityManager(getSecurityManager());
        return a;
    }

    @Bean
    @DependsOn(""authorizationAttributeSourceAdvisor"")
    public DefaultAdvisorAutoProxyCreator defaultAdvisorAutoProxyCreator() {
        final DefaultAdvisorAutoProxyCreator defaultAdvisorAutoProxyCreator = new DefaultAdvisorAutoProxyCreator();
        return defaultAdvisorAutoProxyCreator;
    }
}
</code></pre>

<p><br />
In this example <code>shiroRealm</code> remains null and is causing all its dependants to fail. If I comment-out the last method <code>defaultAdvisorAutoProxyCreator()</code>, shiroRealm is instantiated just fine.</p>

<p>What am I overlooking??</p>

<p>Thanks guys.</p>
","<java><spring><spring-mvc><spring-aop><shiro>","2",""
"13686246","Shiro Security, multiple realms which authorization info is taken?","<p>i am using two realms in my shiro security protected java application. One is supporting my OAuthToken and the other one supports UsernamePasswordToken. Now when my users authenticate themselves using a OAuthToken, the doGetAuthenticationInfo method of my OAuthRealm is called, but the doGetAuthorizationInfo of my <strong>PasswordRealm</strong> is called, can anyone tell me, why?</p>

<p>Kind regards
Chris</p>
","<java><security><authentication><authorization><shiro>","1",""
"19801122","How to Secure all REST request and response in Grails","<p>I am working on REST APIs using grails/groovy. I want to secure all the requests that comes in and goes out. I am not sure about where do the encryption and decryption process. I thought about couple of options.</p>

<ol>
<li>Call decryption api from all the controllers end point - which i
think a bad option </li>
<li>Use Grails Filter</li>
<li>Shiro filter - we are already using shiro for other purpose.Can it be extended to secure  the REST
    calls? </li>
<li>Spring AOP </li>
<li>Anything else??</li>
</ol>

<p>I dont know which one to go for, to make it straight forward that all my REST request and response are secured.I am thinking to go for Option #2. I hope others also would have faced this.Any advice would be a great help for me to decide.Thanks in advance!!!</p>
","<spring><rest><grails><groovy><shiro>","3",""
"10166270","Apache Shiro + Guice - can't get the annotations to work","<p>So I was able to get Apache Shiro working with Guice (thanks to ShiroWebModule) on Vaadin. 
The Shiro annotations (<code>@RequiresAuthentication</code>, <code>@RequiresPermission</code>) work only on the main Vaadin Application class and inside custom classes. They don't work inside CustomComponent/Window classes. </p>

<p>I tried injecting the Window classes to the Application class with providers, through <code>injector.getInstance</code> and it still doesn't work...</p>

<p>I am new to Guice and Shiro, so maybe I am missing something?</p>

<p>Why does it work for other custom classes? This works as expected (throws exception)</p>

<pre><code>public class TestClassImpl implements TestClass {

    @Override

    public void doSomeWork() {
        //this will throw an exception as expected
        test();
    }

    @RequiresAuthentication

    public void test() {

    }
}
</code></pre>

<p>This doesn't work as expected (the method is executed, the Apache Shiro annotation is ignored):</p>

<pre><code>  public class LoginView extends CustomComponent {

    public LoginWindow() {
        setCompositionRoot(mainLayout);
        //this will execture but it should not
        test();
    }

    @RequiresAuthentication

    public void test() {

    }
}
</code></pre>
","<apache><guice><vaadin><shiro>","1","10169848"
"32763252","How to safely change the session cookie DOMAIN or name in production?","<p>We recently realized that our session cookie is being written out to the fully qualified domain name of our site, <code>www.myapp.com</code>, for example:</p>

<pre><code>MYAPPCOOKIE: 79D5DB83..., domain: www.myapp.com
</code></pre>

<p>We want to switch this to being a cookie that can be shared cross subdomain, so any server at <code>myapp.com</code> can use the session cookie as well. For example, we'd like our cookie to store like so:</p>

<pre><code>MYAPPCOOKIE: 79D5DB83..., domain: .myapp.com
</code></pre>

<p>We tried just changing our session cookie to use that domain like so:</p>

<pre><code>   Cookie sessionCookie = sessionManager.getSessionIdCookie();
   sessionCookie.setDomain("".myapp.com"");                
</code></pre>

<p>and this works fine in <em>most</em> cases. </p>

<p>We're finding some users can't login after deploying this new code in some situations.  The problem arises when a user:</p>

<ul>
<li>has been logged into our site in their current browser session, but aren't currently logged in.</li>
<li>they try and login again</li>
</ul>

<p>It appears there are 2 session cookies in their browser:</p>

<ul>
<li><p>a stale cookie from their previous session, with the fully qualified domain name</p>

<pre><code>MYAPPCOOKIE: 79D5DB83..., domain: www.myapp.com
</code></pre></li>
<li><p>the new session cookie for the session they just logged into, with the new domain setting</p>

<pre><code>MYAPPCOOKIE: 79D5DB83..., domain: .myapp.com
</code></pre></li>
</ul>

<p>What's the best way to manage this old cookie being around? We've tried adding some code to delete the old cookie if a user doesn't have a session, but there are some paths into our app where this doesn't seem to work.</p>

<p>We're open to renaming the cookie if that might work, and are looking for any suggestions others may have. Thanks!</p>
","<java><session-cookies><shiro>","2","33261864"
